title,link,deadline
Systems to quantify nitrogen fluxes and uncertainties in European landscapes,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2024-SOIL-01-04?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",08 October 2024
"Soil health, pollinators and key ecosystem functions","ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2024-SOIL-01-05?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",08 October 2024
Managing forest peatsoils,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2024-SOIL-01-08?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",08 October 2024
Development of high spatial-resolution monitoring approaches and geographically-explicit registry for carbon farming,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2024-SOIL-01-07?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",08 October 2024
Towards a dynamic monitoring system to assess status and spatiotemporal changes of soil erosion at European scale,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2024-SOIL-01-03?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",08 October 2024
Common Operational Partnerships to prevent and fight against migrant  smuggling with competent authorities of third countries,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ISF-2024-TF2-AG-COP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",08 October 2024
"Electricity, Gas, Smart Grids, Hydrogen and CO₂ networks - Works","ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-E-2024-PCI-PMI-WORKS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",22 October 2024
"Electricity, Gas, Smart Grids, Hydrogen and CO₂ networks - Studies","ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-E-2024-PCI-PMI-STUDIES?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",22 October 2024
Nuclear Innovation Prize 2025: Radiation Protection,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EURATOM-2024-NUCLEAR-Prize-RP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",15 October 2024
Nuclear Innovation Prize 2025: Reactor System Safety,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EURATOM-2024-NUCLEAR-Prize-RSS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",15 October 2024
Nuclear Innovation Prize 2025: Radioactive Waste Management,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/EURATOM-2024-NUCLEAR-Prize-RWM?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=3&pageSize=100&sortBy=startDate",15 October 2024
European Partnership: One Health Anti-Microbial Resistance,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2024-DISEASE-09-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",25 September 2024
European partnership for pandemic preparedness,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2024-DISEASE-12-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",26 November 2024
Implementation research for management of multiple long-term conditions in the context of non-communicable diseases (Global Alliance for Chronic Diseases - GACD),"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2024-DISEASE-13-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",26 November 2024
"Pre-commercial procurement for environmentally sustainable, climate neutral and circular health and care systems","ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-HLTH-2024-CARE-14-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",26 November 2024
Enterprise Europe Network,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/SMP-COSME-2024-EEN-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",04 February 2025
Nuclear Education Mobilities,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/6341?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",30 November 2024
"Stimulating transnational research and development of next generation quantum technologies, including basic theories and components (Cascading grant with FSTP)","ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2024-DIGITAL-EMERGING-02-02?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",17 October 2024
Developing and deploying a network of quantum gravimeters in Europe,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2024-DIGITAL-EMERGING-02-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",17 October 2024
EITM Call for Proposals for New Higher Education Institutions’ accession to EIT Manufacturing Master and Doctoral Schools and new Master programmes,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/6042?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",05 December 2024
Western Balkans Innovation Voucher,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/4625?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",20 November 2024
EIT RawMaterials Booster Call 2024-2025 for Startups and SMEs,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/5822?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",21 January 2025
Permanently Open Call for applications - Transform 2024,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/5741?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",29 October 2024
Ready2Scale Accelerator,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/5621?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",30 November 2024
Business Bridge - Ukraine-Ready4EU: Financial support combined with additional advice and assistance to up to 1.500 Ukrainian SMEs planning specific activities to integrate into the EU Single Market (Call for Applications 2024-2),"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/5183?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",30 June 2025
Alternative Fuels Infrastructure Facility - Unit Contributions,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2024-AFIFGEN-UNITS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",11 June 2025
Deploying The Network of National Coordination Centres with Member States,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/DIGITAL-ECCC-2024-DEPLOY-NCC-06-MS-COORDINATION?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",28 November 2024
Alternative Fuels Infrastructure Facility - Co-funding Rate,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2024-AFIFGEN-COSTS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",11 June 2025
Alternative Fuels Infrastructure Facility - Unit Contributions,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2024-AFIFCOEN-UNITS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",11 June 2025
Alternative Fuels Infrastructure Facility - Co-funding Rate,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/CEF-T-2024-AFIFCOEN-COSTS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",11 June 2025
"Silicon Eurocluster open call for Green Financial Support
","ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/5027?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",30 November 2024
Open Call 2: Financial support for Ukrainian tech start-ups Support Programmes,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/4862?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",25 November 2024
EIC Accelerator 2024 - Short application,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-EIC-2024-ACCELERATOR-01?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",24 December 2024
Open Call 1: Business and Innovation Services for Ukrainian tech start-ups,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/4521?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",20 November 2024
INDUSAC OPEN CALL FOR STUDENTS AND RESEARCHERS,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/4642?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",31 October 2024
Permanently Open Call for Targeted Innovation Projects,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/4602?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",31 December 2025
Training FSTP,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/4302?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",30 November 2024
I3 Capacity Building,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/I3-2023-CAP2b?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",14 November 2024
Coaching and Mentoring services FSTP,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/3869?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",01 November 2024
OFFERR Call,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/3876?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",31 March 2025
STAGE SUSTAINABILITY TRANSITION PROGRAMME,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/3701?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",31 May 2025
International travel FSTP,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/3726?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",20 December 2024
GEMSTONE – call for Financial support for Training [TRAIN],"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/3562?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",31 October 2024
GEMSTONE – call for Financial support for Exploration [EXPLORE],"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/3563?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",31 October 2024
INGENIOUS Training Grants,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/3384?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",14 February 2025
Networking and Marketing FSTP,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/3002?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",20 December 2024
Open Call for Local Nodes ,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/competitive-calls-cs/2442?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",31 March 2025
PSLF-PROJECTS,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/JTM-2022-2025-PSLF-STANDALONE-PROJECTS?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",16 January 2025
PSLF-LOAN SCHEMES,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/JTM-2022-2025-PSLF-LOAN-SCHEMES?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",16 January 2025
Erasmus Charter for Higher Education,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ERASMUS-EDU-2022-ECHE-CERT-FP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",28 January 2025
Support to improve the sanitary and phytosanitary quality monitoring and control system and compliance of agricultural and agri-food products in Madagascar,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/prospect-details/173682PROSPECTSEN?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",
Support to establishment of carcass classification system in line with EU Common Agricultural Policy,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/prospect-details/173638PROSPECTSEN?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",
Support to the Ministry of Public Administration and Local Self-Government in modernizing the personnel planning procedure for State Administration and harmonizing the Catalogue of titles in State administration and Local Self-Governments,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/prospect-details/172802PROSPECTSEN?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",
Quality Label Humanitarian Aid - Full Procedure,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/ESC-HUMAID-2021-QUAL-LABEL-FP?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",23 September 2025
Support in strengthening of the capacities of relevant institutions within the substances of human origins (SoHO) system,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/prospect-details/170893PROSPECTSEN?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",
Strengthening the Institutional Capacity of the National Statistics System of the Republic of Belarus,"ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/prospect-details/167264PROSPECTSEN?isExactMatch=true&status=31094501,31094502&order=DESC&pageNumber=4&pageSize=100&sortBy=startDate",
Researching Research: Collaborative Research Projects,www.volkswagenstiftung.de/en/funding/funding-offer/researching-research-collaborative-research-projects,"Online Q&A on October 10, 10 AM CET (in German, registration until Oct. 7) October 30, 2024 Deadline for call 'Political influences on epistemic practice'"
Pioneer Projects – Impetus for the German Research System,www.volkswagenstiftung.de/en/funding/funding-offer/pioneer-projects-impetus-german-research-system,"October 15, 2024 Deadline for draft proposals"
Theme Week '(Tackling) Loneliness',www.volkswagenstiftung.de/en/funding/funding-offer/theme-week-tackling-loneliness,"October 29, 2024 Deadline Theme week in Hannover on June 11 to 13, 2025"
Transformational Knowledge on Democracies under Change – Transdisciplinary Perspectives,www.volkswagenstiftung.de/en/funding/funding-offer/transformational-knowledge-democracies-under-change-transdisciplinary-perspectives,"October 29, 2024 Deadline for task forces November 18, 2024 Deadline networking workshop for cooperation projects Next deadline for cooperation projects in 2025"
Scoping Workshops,www.volkswagenstiftung.de/en/funding/funding-offer/scoping-workshops,"October 29, 2024 Deadline"
zukunft.niedersachsen: Lower Saxony Impulse Professorship,https://zukunft.niedersachsen.de/en/funding-offers/lower-saxony-impulse-professorship/,"November 15, 2024 Deadline June 01, 2025 Deadline"
NEXT – Quantum Biology,www.volkswagenstiftung.de/en/funding/funding-offer/next-quantum-biology,"February 11, 2025 Deadline (Please note: application is only possible from mid-January 2025)"
"Theme Week ""The (De)tabooing of Science and Research""",www.volkswagenstiftung.de/en/funding/funding-offer/theme-week-detabooing-science-and-research,"February 11, 2025 Deadline (Theme week in Hanover on September 17-19, 2025)"
Researching Research: Collaborative Research Projects,www.volkswagenstiftung.de/en/funding/funding-offer/researching-research-collaborative-research-projects,"Online Q&A on October 10, 10 AM CET (in German, registration until Oct. 7) October 30, 2024 Deadline for call 'Political influences on epistemic practice'"
Pioneer Projects – Impetus for the German Research System,www.volkswagenstiftung.de/en/funding/funding-offer/pioneer-projects-impetus-german-research-system,"October 15, 2024 Deadline for draft proposals"
Theme Week '(Tackling) Loneliness',www.volkswagenstiftung.de/en/funding/funding-offer/theme-week-tackling-loneliness,"October 29, 2024 Deadline Theme week in Hannover on June 11 to 13, 2025"
Transformational Knowledge on Democracies under Change – Transdisciplinary Perspectives,www.volkswagenstiftung.de/en/funding/funding-offer/transformational-knowledge-democracies-under-change-transdisciplinary-perspectives,"October 29, 2024 Deadline for task forces November 18, 2024 Deadline networking workshop for cooperation projects Next deadline for cooperation projects in 2025"
Scoping Workshops,www.volkswagenstiftung.de/en/funding/funding-offer/scoping-workshops,"October 29, 2024 Deadline"
zukunft.niedersachsen: Lower Saxony Impulse Professorship,https://zukunft.niedersachsen.de/en/funding-offers/lower-saxony-impulse-professorship/,"November 15, 2024 Deadline June 01, 2025 Deadline"
NEXT – Quantum Biology,www.volkswagenstiftung.de/en/funding/funding-offer/next-quantum-biology,"February 11, 2025 Deadline (Please note: application is only possible from mid-January 2025)"
"Theme Week ""The (De)tabooing of Science and Research""",www.volkswagenstiftung.de/en/funding/funding-offer/theme-week-detabooing-science-and-research,"February 11, 2025 Deadline (Theme week in Hanover on September 17-19, 2025)"
Transdisciplinary Approaches to Mobility and Global Health,www.volkswagenstiftung.de/en/funding/funding-offer/transdisciplinary-approaches-mobility-and-global-health,March 2025: Deadline for full proposals (phase 2)
Momentum – Funding for Recently Tenured Professors,www.volkswagenstiftung.de/en/funding/funding-offer/momentum-funding-recently-tenured-professors,"April 28, 2025 Deadline (future deadline on April 21, 2026)"
Additional Funding for Science Communication,www.volkswagenstiftung.de/en/funding/funding-offer/additional-funding-science-communication,"June 17, 2025 Deadline (Please note: application is only possible from mid-January 2025)"
Opus Magnum,www.volkswagenstiftung.de/en/funding/funding-offer/opus-magnum,"November 04, 2025 Deadline"
Data Reuse – Additional Funding for the Preparation and Storage of Research Data (Open Science),www.volkswagenstiftung.de/en/funding/funding-offer/data-reuse-additional-funding-preparation-and-storage-research-data-open-science,Apply anytime
zukunft.niedersachsen: Lower Saxony Professorship,https://zukunft.niedersachsen.de/en/funding-offers/lower-saxony-professorship/,Application at any time after consultation with the Volkswagen Foundation
zukunft.niedersachsen: Research Cooperation Lower Saxony – Israel,https://zukunft.niedersachsen.de/foerderangebot/forschungskooperation-niedersachsen-israel/,Deadline: spring 2025 (life sciences and medicine)
Pioneering Research – Exploring the Unknown Unknown,www.volkswagenstiftung.de/en/funding/funding-offer/pioneering-research-exploring-unknown-unknown,No open call
Researching Research: Summer Schools & Workshops,www.volkswagenstiftung.de/en/funding/funding-offer/researching-research-summer-schools-workshops,Next deadline is expected for spring/summer 2025
Circularity with recycled and biogenic resources,www.volkswagenstiftung.de/en/funding/funding-offer/circularity-recycled-and-biogenic-resources,next deadline in 2025/2026
Earth System Sciences,www.volkswagenstiftung.de/en/funding/funding-offer/earth-system-sciences,No open call
Change! Fellowships and research groups,www.volkswagenstiftung.de/en/funding/funding-offer/change-fellowships-and-research-groups,Next deadline for research groups (senior scientists) in 2025 Next deadline for fellows (early career researchers) in 2025
Open Up – New Research Spaces for the Humanities and Cultural Studies,www.volkswagenstiftung.de/en/funding/funding-offer/open-new-research-spaces-humanities-and-cultural-studies,next deadline is expected in 2025
Perspectives on Wealth: Repercussions of Wealth,www.volkswagenstiftung.de/en/funding/funding-offer/perspectives-wealth-repercussions-wealth,Application at any time after consultation with the Volkswagen Foundation
Transdisciplinary Approaches to Mobility and Global Health,www.volkswagenstiftung.de/en/funding/funding-offer/transdisciplinary-approaches-mobility-and-global-health,March 2025: Deadline for full proposals (phase 2)
Momentum – Funding for Recently Tenured Professors,www.volkswagenstiftung.de/en/funding/funding-offer/momentum-funding-recently-tenured-professors,"April 28, 2025 Deadline (future deadline on April 21, 2026)"
Additional Funding for Science Communication,www.volkswagenstiftung.de/en/funding/funding-offer/additional-funding-science-communication,"June 17, 2025 Deadline (Please note: application is only possible from mid-January 2025)"
Opus Magnum,www.volkswagenstiftung.de/en/funding/funding-offer/opus-magnum,"November 04, 2025 Deadline"
Data Reuse – Additional Funding for the Preparation and Storage of Research Data (Open Science),www.volkswagenstiftung.de/en/funding/funding-offer/data-reuse-additional-funding-preparation-and-storage-research-data-open-science,next deadline is expected in 2025
Perspectives on Wealth: Repercussions of Wealth,www.volkswagenstiftung.de/en/funding/funding-offer/perspectives-wealth-repercussions-wealth,Next deadline is expected for 2025
,Failed to retrive,
,Failed to retrive,
